Capture ID,Library collection,Client build,Packets,Observed map ID count,Observed quest ID count,Campsite requests,Trading Post purchases,Gameplay coverage,Capture name,SHA256
SN-533A7C85D420,Shadowlands,36839,8249,3,2,0,0,Not certified,9.0.2.36839_2020-12-14_01-22-11_DemoHunter_Zone_part2.pkt,533A7C85D4209289A9FA5BE1FF05AC86A242A6A3D39BDEBE053FFAD0B47D3C56
SN-579228EB08B8,Shadowlands,36839,50338,5,4,0,0,Not certified,nazjatar_alliance.pkt,579228EB08B8A434D685667E96C567A24BF7AC606264C2D8B22BC856320722F5
SN-5965599A8721,Shadowlands,36839,47,0,0,0,0,Not certified,9.0.2.36839_2020-12-19_14-45-13.pkt,5965599A872122BBDE2B7BC1751302A6CC51A35F80C996EC6DCA1F1137A56172
SN-61B767190BCD,Shadowlands,36839,700,1,0,0,0,Not certified,9.0.2.36839_2020-12-20_21-31-51.pkt,61B767190BCD7FE906D8EA3B188CEA38E91B462571263237587BCDEBBECC74FF
SN-675ED4157F63,Shadowlands,36839,279,2,0,0,0,Not certified,9.0.2.36839_2020-12-18_23-21-19.pkt,675ED4157F63BA2D2D22417140B3500C2F7DD8793918F220047CA5A5E8B1165E
SN-6A0D6831A718,Shadowlands,36839,204191,2,5,0,0,Not certified,9.0.2.36839_2020-12-19_15-04-35.pkt,6A0D6831A718AA355410A97CCCDC8CA0326E9EC2D06ABBFF990E6086E863B240
SN-7786CEFB1EB8,Shadowlands,36839,2583,1,0,0,0,Not certified,9.0.2.36839_2020-12-13_22-01-15.pkt,7786CEFB1EB8A3C21A65747F90938E273F11A15E99C05275AFED57CF477F0154
SN-7B13DB5F8728,Shadowlands,36839,67315,3,6,0,0,Not certified,9.0.2.36839_2020-12-18_02-23-29.pkt,7B13DB5F872854562307499DA1C5CF521673846ADAB8482DE23077927E65FCC9
SN-7CD4E0245AF3,Shadowlands,36839,208801,3,3,0,0,Not certified,9.0.2.36839_2020-12-18_16-33-27_The_Necrotic_Wake_Normal.pkt,7CD4E0245AF37C7EB83AA57E722C21201A1AB7417F07C2A10929BA90960C98EB
SN-83D2409B9910,Shadowlands,36839,4851,1,3,0,0,Not certified,9.0.2.36839_2020-12-13_21-52-57.pkt,83D2409B99101F40D90B4D3FB92C314B21CD050B5305901C5E8C720FB7CA83E9
SN-A551C144989A,Shadowlands,36839,26377,1,5,0,0,Not certified,9.0.2.36839_2020-12-20_20-58-55.pkt,A551C144989A5CAE5EAE2EF0C8BAADAF74D314552CB75E00E0B27203F1567880
SN-B73F95393C33,Shadowlands,36839,234071,3,19,0,0,Not certified,9.0.2.36839_2020-12-19_17-44-53.pkt,B73F95393C3352A11DB7FA0F1558911EFB45C63F40F1DE60CCF817263E888453
SN-BA6536998A78,Shadowlands,36839,653,2,0,0,0,Not certified,9.0.2.36839_2020-12-14_07-10-13operation code connection.pkt,BA6536998A78E5C808674C1EE9656821FCD096C4CE129423D71169E72D2522BE
SN-C5D53DE33CDE,Shadowlands,36839,255,7,0,0,0,Not certified,9.0.2.36839_2020-12-12_08-23-17.pkt,C5D53DE33CDED26F886B3BC555D5CDC926C5A886C69B26CA95C0B890706B3B20
SN-C802EE7A3664,Shadowlands,36839,400,3,0,0,0,Not certified,9.0.2.36839_2020-12-14_07-47-21.pkt,C802EE7A366419C928D67E7473EA26A525A6573A542CE80D8CA716E71B13327B
SN-E38322D22A1E,Shadowlands,36839,2553,1,0,0,0,Not certified,9.0.2.36839_2020-12-12_07-25-44.pkt,E38322D22A1E10A175F1D8E9D42ADE4D82078EA7DDFA0E3C999C0ABDABD3D97E
SN-ED0A99A5B2D6,Shadowlands,36839,7383,2,0,0,0,Not certified,9.0.2.36839_2020-12-19_19-00-34.pkt,ED0A99A5B2D6A6525B3793BA6E8B84700EB67AEB88A6E3F0D3807ED2F3A648B6
SN-FB36CAF91531,Shadowlands,36839,271632,3,31,0,0,Not certified,9.0.2.36839_2020-12-18_00-28-43.pkt,FB36CAF91531A0C5B8EE4307AD2C8F843D9744E7569A389523A30F0BB40B0CDB
SN-08FA4C918DE0,Shadowlands,0,0,0,0,0,0,Not certified,9.0.2.36839_2020-12-19_15-33-39.pkt,08FA4C918DE0738BC40B5B802E44CD56EE0235A5A1C5A0D196E16AB0C0365FD8
